SampleName,GMHI,Microbiome,SampleNum,Rep
S13-3-1,2.889424155,S13,3,1
S7-3-2,2.714852368,S7,3,2
S16-3-2,4.13334318,S16,3,2
S16-3-3,3.932525538,S16,3,3
S10-3-2,3.040335714,S10,3,2
S3-3-1,3.556751445,S3,3,1
S1-3-1,2.2914405,S1,3,1
S9-3-3,3.477636191,S9,3,3
S1-3-3,2.366483077,S1,3,3
S12-3-3,2.255243082,S12,3,3
S11-3-1,1.101125477,S11,3,1
S11-3-2,1.838518609,S11,3,2
S11-3-3,0.925641538,S11,3,3
S6-3-3,-0.034888233,S6,3,3
S4-3-1,1.305754198,S4,3,1
S13-3-2,2.932448347,S13,3,2
S13-3-3,2.46239745,S13,3,3
S10-3-1,3.353364545,S10,3,1
S10-3-3,2.567429217,S10,3,3
S9-3-2,3.074032421,S9,3,2
S12-3-1,1.921662442,S12,3,1
S14-3-1,0,S14,3,1
S12-3-2,2.692211295,S12,3,2
S2-3-3,1.634805377,S2,3,3
S16-3-1,4.189168238,S16,3,1
S1-3-2,2.66047548,S1,3,2
S4-3-2,2.026043913,S4,3,2
S6-3-1,-0.960684899,S6,3,1
S9-4-3,3.186400236,S9,4,3
S5-4-2,-1.327680427,S5,4,2
S5-4-1,-1.058213923,S5,4,1
S2-4-2,2.19571121,S2,4,2
S7-4-2,2.332193066,S7,4,2
S16-4-1,4.099939031,S16,4,1
S7-4-1,2.851341849,S7,4,1
S3-4-2,2.275859951,S3,4,2
S6-4-2,-1.832622521,S6,4,2
S2-4-1,1.934572402,S2,4,1
S8-4-1,2.927230626,S8,4,1
S8-4-2,3.395330627,S8,4,2
S8-4-3,3.55005512,S8,4,3
S15-4-1,2.202428822,S15,4,1
S14-4-3,0.570363815,S14,4,3
S5-4-3,-1.630023263,S5,4,3
S13-4-1,2.529646538,S13,4,1
S13-4-2,2.703505607,S13,4,2
S16-4-2,3.92914693,S16,4,2
S9-4-1,3.290669025,S9,4,1
S9-4-2,3.303745557,S9,4,2
S1-4-1,1.248914344,S1,4,1
S1-4-2,2.347396579,S1,4,2
S3-4-3,2.616601212,S3,4,3
S6-4-3,-1.422430498,S6,4,3
S11-4-1,2.028696921,S11,4,1
S11-4-2,1.276267438,S11,4,2
S11-4-3,1.653461446,S11,4,3
S7-4-3,2.381717704,S7,4,3
S4-4-1,2.671712138,S4,4,1
S4-4-2,1.666560066,S4,4,2
S13-4-3,2.868039518,S13,4,3
S15-4-3,1.749868062,S15,4,3
S3-4-1,3.625304229,S3,4,1
S6-4-1,-1.074588429,S6,4,1
S15-4-2,2.112044799,S15,4,2
S2-4-3,1.977702704,S2,4,3
S1-4-3,1.484172043,S1,4,3
S12-4-3,2.442236067,S12,4,3
S14-4-1,0,S14,4,1
S10-4-1,3.332561773,S10,4,1
S4-4-3,1.973967653,S4,4,3
S16-4-3,2.698993653,S16,4,3
S10-4-3,2.471665542,S10,4,3
S12-4-1,2.619468877,S12,4,1
S12-4-2,2.824207584,S12,4,2
S10-4-2,3.42343149,S10,4,2
S14-4-2,0.830810817,S14,4,2
S8-5-3,3.568674851,S8,5,3
S8-5-2,3.228348809,S8,5,2
S3-5-1,3.120596576,S3,5,1
S14-5-3,0,S14,5,3
S15-5-3,3.17539894,S15,5,3
S2-5-1,1.992417993,S2,5,1
S8-5-1,2.513927937,S8,5,1
S15-5-2,2.46157981,S15,5,2
S14-5-2,0,S14,5,2
S5-5-2,-1.855983111,S5,5,2
S5-5-3,-1.640999431,S5,5,3
S14-5-1,-0.946271232,S14,5,1
S13-5-3,0.472220451,S13,5,3
S16-5-2,3.726542304,S16,5,2
S16-5-3,3.65644952,S16,5,3
S15-5-1,3.604815786,S15,5,1
S6-5-1,-0.561327488,S6,5,1
S3-5-2,1.705359766,S3,5,2
S3-5-3,2.975714082,S3,5,3
S6-5-3,-1.007615862,S6,5,3
S11-5-1,2.522391192,S11,5,1
S5-5-1,-1.465779847,S5,5,1
S2-5-3,2.326298386,S2,5,3
S11-5-3,1.774264192,S11,5,3
S13-5-2,1.999870334,S13,5,2
S16-5-1,3.684215091,S16,5,1
S7-5-2,1.887419554,S7,5,2
S4-5-3,1.082980234,S4,5,3
S10-5-3,3.62887258,S10,5,3
S1-5-1,1.262601978,S1,5,1
S9-5-2,2.196037981,S9,5,2
S9-5-3,3.226215127,S9,5,3
S1-5-3,1.554797538,S1,5,3
S12-5-3,0.983136754,S12,5,3
S2-5-2,2.739833969,S2,5,2
S11-5-2,2.391542171,S11,5,2
S10-5-1,2.630574443,S10,5,1
S13-5-1,1.606649919,S13,5,1
S7-5-1,1.599388326,S7,5,1
S4-5-2,2.08631711,S4,5,2
S6-5-2,-0.619354732,S6,5,2
S10-5-2,2.183198088,S10,5,2
S9-5-1,3.096558651,S9,5,1
S12-5-1,0.299448938,S12,5,1
S4-5-1,2.108021116,S4,5,1
S12-5-2,2.999797782,S12,5,2
S1-5-2,0.773056233,S1,5,2
S9-6-2,2.420515122,S9,6,2
S6-6-1,-1.654166404,S6,6,1
S8-6-2,3.957342829,S8,6,2
S11-6-1,1.871553695,S11,6,1
S14-6-1,0,S14,6,1
S8-6-1,3.869666593,S8,6,1
S2-6-1,1.568901414,S2,6,1
S7-6-2,2.280333856,S7,6,2
S13-6-1,0.965474821,S13,6,1
S16-6-1,3.995837974,S16,6,1
S7-6-1,2.215053118,S7,6,1
S3-6-1,2.857239509,S3,6,1
S12-6-1,1.447852457,S12,6,1
S1-6-2,2.498323518,S1,6,2
S6-6-2,-1.449612209,S6,6,2
S6-6-3,-1.214032268,S6,6,3
S3-6-3,2.443677753,S3,6,3
S11-6-2,1.793654663,S11,6,2
S8-6-3,3.059905,S8,6,3
S14-6-3,1.318955578,S14,6,3
S5-6-3,-1.778664814,S5,6,3
S4-6-1,2.235468464,S4,6,1
S13-6-2,2.057964727,S13,6,2
S13-6-3,2.214305205,S13,6,3
S9-6-1,3.588123512,S9,6,1
S1-6-1,1.881545152,S1,6,1
S15-6-1,0.769473899,S15,6,1
S15-6-2,2.036629405,S15,6,2
S15-6-3,3.352464198,S15,6,3
S9-6-3,3.910159384,S9,6,3
S16-6-3,3.463895409,S16,6,3
S11-6-3,2.738474357,S11,6,3
S5-6-2,-2.167818038,S5,6,2
S2-6-3,2.425661721,S2,6,3
S1-6-3,2.629026501,S1,6,3
S10-6-1,3.112560832,S10,6,1
S4-6-2,1.737190008,S4,6,2
S16-6-2,3.964778939,S16,6,2
S7-6-3,1.784509037,S7,6,3
S10-6-3,3.338632398,S10,6,3
S12-6-2,0.683091299,S12,6,2
S12-6-3,1.373047377,S12,6,3
S3-6-2,2.788365395,S3,6,2
S4-6-3,2.194449396,S4,6,3
S14-6-2,1.902415843,S14,6,2
S5-6-1,-2.305426845,S5,6,1
S10-6-2,2.94824831,S10,6,2
S2-6-2,2.213317862,S2,6,2
S6-7-2,-1.332504855,S6,7,2
S14-7-2,0,S14,7,2
S5-7-2,-1.461945757,S5,7,2
S15-7-2,2.472782881,S15,7,2
S4-7-2,2.121988741,S4,7,2
S16-7-2,3.182699485,S16,7,2
S8-7-3,3.873001917,S8,7,3
S12-7-2,1.102854787,S12,7,2
S3-7-1,4.037483426,S3,7,1
S3-7-2,3.183827435,S3,7,2
S8-7-2,3.887582796,S8,7,2
S14-7-1,0.568453443,S14,7,1
S11-7-2,1.558698658,S11,7,2
S5-7-1,-1.640543495,S5,7,1
S2-7-3,0,S2,7,3
S6-7-1,-0.038286134,S6,7,1
S13-7-2,2.828676055,S13,7,2
S16-7-1,3.00751404,S16,7,1
S7-7-3,1.007288826,S7,7,3
S8-7-1,3.307234885,S8,7,1
S15-7-1,2.630179302,S15,7,1
S9-7-1,2.419858827,S9,7,1
S9-7-2,2.281180345,S9,7,2
S13-7-3,1.875866605,S13,7,3
S11-7-1,1.399914879,S11,7,1
S2-7-1,2.030722301,S2,7,1
S2-7-2,2.266694917,S2,7,2
S10-7-2,2.410498505,S10,7,2
S13-7-1,1.679758984,S13,7,1
S7-7-1,1.042149481,S7,7,1
S7-7-2,0.869949443,S7,7,2
S1-7-2,2.022144332,S1,7,2
S10-7-3,2.459088109,S10,7,3
S12-7-1,2.187328017,S12,7,1
S1-7-1,1.315067024,S1,7,1
S9-7-3,0.759473687,S9,7,3
S1-7-3,1.342088338,S1,7,3
S12-7-3,1.013056919,S12,7,3
S6-7-3,-0.677213709,S6,7,3
S4-7-1,3.344413426,S4,7,1
S10-7-1,2.387639448,S10,7,1
S11-7-3,1.65345029,S11,7,3
S14-7-3,1.514245803,S14,7,3
S3-7-3,4.188001413,S3,7,3
S16-7-3,3.869550736,S16,7,3
S4-7-3,2.143134314,S4,7,3
S5-7-3,-1.283804449,S5,7,3
S15-7-3,2.874962276,S15,7,3
S5-8-1,-2.002071696,S5,8,1
S8-8-1,3.294997141,S8,8,1
S3-8-1,2.179745451,S3,8,1
S1-8-1,2.176840148,S1,8,1
S4-8-1,2.153947866,S4,8,1
S14-8-1,0,S14,8,1
S2-8-1,2.17060027,S2,8,1
S11-8-1,1.164539945,S11,8,1
S9-8-1,2.713780388,S9,8,1
S10-8-1,3.3739917,S10,8,1
S15-8-1,1.538844695,S15,8,1
S7-8-1,1.47866138,S7,8,1
S6-8-1,-0.870820373,S6,8,1
S12-8-1,1.874746305,S12,8,1
S13-8-1,1.105287319,S13,8,1
S8-9-3,3.107030082,S8,9,3
S6-9-2,0.695931868,S6,9,2
S4-9-2,2.233337156,S4,9,2
S11-9-3,1.716234748,S11,9,3
S13-9-3,2.661492881,S13,9,3
S15-9-3,2.553953716,S15,9,3
S6-9-1,0,S6,9,1
S13-9-2,2.662208268,S13,9,2
S15-9-2,3.15041487,S15,9,2
S2-9-3,2.773370287,S2,9,3
S4-9-1,2.289770981,S4,9,1
S1-9-3,1.512372907,S1,9,3
S2-9-2,2.793526488,S2,9,2
S10-9-3,3.575666899,S10,9,3
S4-9-3,2.572930656,S4,9,3
S13-9-1,1.820855411,S13,9,1
S10-9-2,3.575926829,S10,9,2
S12-9-2,1.487872321,S12,9,2
S12-9-3,1.727528409,S12,9,3
S6-9-3,-0.162721222,S6,9,3
S15-9-1,2.213313739,S15,9,1
S14-9-1,0,S14,9,1
S14-9-2,-0.644337231,S14,9,2
S14-9-3,-1.39288037,S14,9,3
S8-9-2,3.211916862,S8,9,2
S16-9-1,3.845177218,S16,9,1
S16-9-2,3.861423324,S16,9,2
S16-9-3,3.845919214,S16,9,3
S10-9-1,2.438206204,S10,9,1
S12-9-1,1.790021317,S12,9,1
S3-9-1,3.709980579,S3,9,1
S3-9-2,3.770158735,S3,9,2
S3-9-3,2.026270938,S3,9,3
S8-9-1,3.106235853,S8,9,1
S11-9-2,1.429323967,S11,9,2
S5-9-1,-1.56957401,S5,9,1
S5-9-2,-1.535920077,S5,9,2
S5-9-3,-1.936215997,S5,9,3
S7-9-1,1.634481029,S7,9,1
S7-9-2,1.699573172,S7,9,2
S7-9-3,1.806204293,S7,9,3
S1-9-1,1.868114841,S1,9,1
S1-9-2,1.13522478,S1,9,2
S9-9-1,1.999758266,S9,9,1
S9-9-2,3.230527992,S9,9,2
S9-9-3,2.340401839,S9,9,3
S11-9-1,1.460741389,S11,9,1
S2-9-1,2.800507487,S2,9,1
S1-FBB0,1.553446602,S1,FBB0,
S10-FBB0,2.613781411,S10,FBB0,
S11-FBB0,1.565490739,S11,FBB0,
S12-FBB0,2.112135258,S12,FBB0,
S13-FBB0,1.156143525,S13,FBB0,
S14-FBB0,0.473527728,S14,FBB0,
S15-FBB0,2.062986279,S15,FBB0,
S16-FBB0,3.93047589,S16,FBB0,
S2-FBB0,2.399311263,S2,FBB0,
S3-FBB0,2.310546376,S3,FBB0,
S4-FBB0,1.879559137,S4,FBB0,
S5-FBB0,-2.083208267,S5,FBB0,
S6-FBB0,-0.722834308,S6,FBB0,
S7-FBB0,1.292834424,S7,FBB0,
S8-FBB0,3.404568026,S8,FBB0,
S9-FBB0,2.769377929,S9,FBB0,
S1-FBB16,1.3525294,S1,FBB16,
S10-FBB16,1.932638871,S10,FBB16,
S11-FBB16,1.251828539,S11,FBB16,
S12-FBB16,0.847142617,S12,FBB16,
S13-FBB16,2.620407578,S13,FBB16,
S14-FBB16,-0.777276289,S14,FBB16,
S15-FBB16,1.561307102,S15,FBB16,
S16-FBB16,4.067400689,S16,FBB16,
S2-FBB16,3.213076291,S2,FBB16,
S3-FBB16,1.893716596,S3,FBB16,
S4-FBB16,1.696708081,S4,FBB16,
S5-FBB16,-2.293215134,S5,FBB16,
S6-FBB16,-1.9362761,S6,FBB16,
S7-FBB16,0.049883418,S7,FBB16,
S8-FBB16,3.549680591,S8,FBB16,
S9-FBB16,0.220721686,S9,FBB16,
